"2024-03-04_23:08:09","0.0037","0.0040"
"2024-03-04_23:08:10","0.0185","0.0763"
"2024-03-04_23:08:11","0.0112","0.0333"
"2024-03-04_23:08:12","0.0152","0.0174"
"2024-03-04_23:08:14","0.0052","0.0302"
"2024-03-04_23:08:15","0.0089","0.0295"
"2024-03-04_23:08:16","0.0069","0.0083"
"2024-03-04_23:08:17","0.0324","0.0353"
"2024-03-04_23:08:18","0.0063","0.0085"
"2024-03-04_23:08:19","0.0214","0.0150"
"2024-03-04_23:08:20","0.0123","0.0280"
"2024-03-04_23:08:22","0.0215","0.0101"
"2024-03-04_23:08:23","0.0039","0.0153"
"2024-03-04_23:08:24","0.0085","0.0073"
"2024-03-04_23:08:25","0.0066","0.0107"
"2024-03-04_23:08:26","0.0105","0.0066"
"2024-03-04_23:08:27","0.0038","0.0087"
"2024-03-04_23:08:28","0.0081","0.0069"
"2024-03-04_23:08:30","0.0062","0.0083"
"2024-03-04_23:08:31","0.0211","0.0109"
"2024-03-04_23:08:32","0.0038","0.0083"
"2024-03-04_23:08:33","0.0113","0.0072"
"2024-03-04_23:08:34","0.0039","0.0088"
"2024-03-04_23:08:35","0.0111","0.0070"
"2024-03-04_23:08:36","0.0038","0.0085"
"2024-03-04_23:08:37","0.0088","0.0075"
"2024-03-04_23:08:39","0.0066","0.0092"
"2024-03-04_23:08:40","0.0083","0.0039"
"2024-03-04_23:08:41","0.0227","0.0161"
"2024-03-04_23:08:42","0.0114","0.0072"
"2024-03-04_23:08:43","0.0045","0.0089"
"2024-03-04_23:08:44","0.0087","0.0071"
"2024-03-04_23:08:45","0.0066","0.0088"
"2024-03-04_23:08:46","0.0137","0.0072"
"2024-03-04_23:08:48","0.0066","0.0111"
"2024-03-04_23:08:49","0.0087","0.0069"
"2024-03-04_23:08:50","0.0127","0.0347"
"2024-03-04_23:08:51","0.0064","0.0017"
"2024-03-04_23:08:52","0.0032","0.0083"
"2024-03-04_23:08:54","0.0058","0.0000"
"2024-03-04_23:08:55","0.0032","0.0084"
"2024-03-04_23:08:56","0.0084","0.0038"
"2024-03-04_23:08:57","0.0000","0.0057"
"2024-03-04_23:08:58","0.0060","0.0036"
"2024-03-04_23:08:59","0.0032","0.0056"
"2024-03-04_23:09:01","0.0163","0.0048"
"2024-03-04_23:09:02","0.0017","0.0061"
"2024-03-04_23:09:03","0.0212","0.0806"
"2024-03-04_23:09:04","0.0032","0.0053"
"2024-03-04_23:09:05","0.0087","0.0039"
"2024-03-04_23:09:06","0.0000","0.0056"
"2024-03-04_23:09:08","0.0096","0.0045"
"2024-03-04_23:09:09","0.0000","0.0056"
"2024-03-04_23:09:10","0.0089","0.0036"
"2024-03-04_23:09:11","0.0087","0.0063"
"2024-03-04_23:09:12","0.0067","0.0037"
"2024-03-04_23:09:13","0.0062","0.0073"
"2024-03-04_23:09:15","0.0162","0.0119"
"2024-03-04_23:09:16","0.0039","0.0060"
"2024-03-04_23:09:17","0.0153","0.0046"
"2024-03-04_23:09:18","0.0032","0.0054"
"2024-03-04_23:09:19","0.0067","0.0011"
"2024-03-04_23:09:20","0.0249","0.0252"
"2024-03-04_23:09:22","0.0000","0.0056"
"2024-03-04_23:09:23","0.0075","0.0045"
"2024-03-04_23:09:24","0.0032","0.0054"
"2024-03-04_23:09:25","0.0070","0.0039"
"2024-03-04_23:09:26","0.0034","0.0055"
"2024-03-04_23:09:27","0.0070","0.0039"
"2024-03-04_23:09:28","0.0032","0.0056"
"2024-03-04_23:09:30","0.0096","0.0036"
"2024-03-04_23:09:31","0.0093","0.0066"
"2024-03-04_23:09:32","0.0098","0.0041"
"2024-03-04_23:09:33","0.0000","0.0057"
"2024-03-04_23:09:34","0.0073","0.0036"
"2024-03-04_23:09:35","0.0033","0.0057"
"2024-03-04_23:09:37","0.0074","0.0012"
"2024-03-04_23:09:38","0.0034","0.0101"
"2024-03-04_23:09:39","0.0082","0.0025"
"2024-03-04_23:09:40","0.0110","0.0082"
"2024-03-04_23:09:41","0.0076","0.0043"
"2024-03-04_23:09:42","0.0033","0.0056"
"2024-03-04_23:09:44","0.0077","0.0012"
"2024-03-04_23:09:45","0.0032","0.0084"
"2024-03-04_23:09:46","0.0077","0.0036"
"2024-03-04_23:09:47","0.0039","0.0082"
"2024-03-04_23:09:48","0.0106","0.0103"
"2024-03-04_23:09:50","0.0129","0.0338"
"2024-03-04_23:09:51","0.0091","0.0096"
"2024-03-04_23:09:52","0.0081","0.0000"
"2024-03-04_23:09:53","0.0032","0.0083"
"2024-03-04_23:09:54","0.0112","0.0043"
"2024-03-04_23:09:55","0.0000","0.0074"
"2024-03-04_23:09:57","0.0081","0.0039"
"2024-03-04_23:09:58","0.0037","0.0610"
"2024-03-04_23:09:59","0.0081","0.0013"
"2024-03-04_23:10:01","0.0034","0.0289"
"2024-03-04_23:10:02","0.0168","0.0055"
"2024-03-04_23:10:03","0.0034","0.0112"
"2024-03-04_23:10:04","0.0089","0.0018"
"2024-03-04_23:10:06","0.0033","0.0233"
"2024-03-04_23:10:07","0.0085","0.0041"
"2024-03-04_23:10:08","0.0033","0.0055"
"2024-03-04_23:10:10","0.0116","0.0046"
"2024-03-04_23:10:11","0.0086","0.0082"
"2024-03-04_23:10:12","0.0113","0.0044"
