"2024-03-05_00:01:18","0.0000","0.0000"
"2024-03-05_00:01:19","0.0042","0.0073"
"2024-03-05_00:01:20","0.0032","0.0144"
"2024-03-05_00:01:22","0.0067","0.0033"
"2024-03-05_00:01:23","30.4400","0.0507"
"2024-03-05_00:01:24","75.0300","0.1037"
"2024-03-05_00:01:25","89.8600","0.1618"
"2024-03-05_00:01:26","85.8500","0.1631"
"2024-03-05_00:01:27","62.5900","0.1035"
"2024-03-05_00:01:28","70.0400","0.0950"
"2024-03-05_00:01:29","70.6900","0.0870"
"2024-03-05_00:01:31","78.0200","0.0869"
"2024-03-05_00:01:32","56.6300","0.0834"
"2024-03-05_00:01:33","71.5700","0.0930"
"2024-03-05_00:01:34","60.6300","0.0961"
"2024-03-05_00:01:35","63.8200","0.1119"
"2024-03-05_00:01:36","84.0000","0.1222"
"2024-03-05_00:01:37","68.4500","0.0853"
"2024-03-05_00:01:39","18.6700","0.0235"
"2024-03-05_00:01:40","50.0300","0.0713"
"2024-03-05_00:01:43","40.9300","0.0693"
"2024-03-05_00:01:44","38.8600","0.0575"
"2024-03-05_00:01:45","84.0100","0.1500"
"2024-03-05_00:01:46","86.5700","0.1499"
"2024-03-05_00:01:47","72.9700","0.1233"
"2024-03-05_00:01:48","96.3100","0.2155"
"2024-03-05_00:01:49","82.0000","0.1645"
"2024-03-05_00:01:51","86.1400","0.1643"
"2024-03-05_00:01:52","73.8000","0.1175"
"2024-03-05_00:01:53","91.1000","0.1744"
"2024-03-05_00:01:54","76.8600","0.1499"
"2024-03-05_00:01:55","91.7600","0.1781"
"2024-03-05_00:01:56","89.6200","0.1755"
"2024-03-05_00:01:57","98.5200","0.2050"
"2024-03-05_00:01:59","77.7900","0.1483"
"2024-03-05_00:02:00","93.3300","0.1841"
"2024-03-05_00:02:01","88.6300","0.1490"
"2024-03-05_00:02:02","79.8000","0.1266"
"2024-03-05_00:02:03","86.7000","0.1449"
"2024-03-05_00:02:04","84.0100","0.1206"
"2024-03-05_00:02:05","90.3200","0.1489"
"2024-03-05_00:02:07","90.1300","0.1666"
"2024-03-05_00:02:08","93.3400","0.1672"
"2024-03-05_00:02:09","83.3100","0.1624"
"2024-03-05_00:02:10","81.5800","0.1339"
"2024-03-05_00:02:11","88.6300","0.1571"
"2024-03-05_00:02:12","59.9700","0.1114"
"2024-03-05_00:02:13","0.0044","0.0065"
"2024-03-05_00:02:14","0.0203","0.0097"
"2024-03-05_00:02:16","0.0000","0.0057"
"2024-03-05_00:02:17","0.0064","0.0041"
"2024-03-05_00:02:18","0.0032","0.0055"
"2024-03-05_00:02:19","0.0065","0.0040"
"2024-03-05_00:02:20","0.0032","0.0180"
"2024-03-05_00:02:21","0.0065","0.0040"
"2024-03-05_00:02:22","0.0032","0.0054"
"2024-03-05_00:02:24","0.0091","0.0039"
"2024-03-05_00:02:26","0.0095","0.0070"
"2024-03-05_00:02:28","0.0000","0.0000"
"2024-03-05_00:02:29","0.0013","0.0015"
"2024-03-05_00:02:30","0.0347","0.0076"
"2024-03-05_00:02:31","0.0069","0.0066"
"2024-03-05_00:02:33","0.0000","0.0000"
"2024-03-05_00:02:34","0.0069","0.0040"
